Sumber,Komoditi,Tingkat,Provinsi,Tanggal,Harga
Panel Harga,Telur Ayam Ras,Konsumen,Kayong Utara,2026-01-24,37867.0
Panel Harga,Telur Ayam Ras,Konsumen,Ketapang,2026-01-24,36600.0
Panel Harga,Telur Ayam Ras,Konsumen,Kubu Raya,2026-01-24,33000.0
Panel Harga,Telur Ayam Ras,Konsumen,Landak,2026-01-24,34000.0
Panel Harga,Telur Ayam Ras,Konsumen,Melawi,2026-01-24,35000.0
Panel Harga,Telur Ayam Ras,Konsumen,Mempawah,2026-01-24,32500.0
Panel Harga,Telur Ayam Ras,Konsumen,Sanggau,2026-01-24,30000.0
Panel Harga,Telur Ayam Ras,Konsumen,Sekadau,2026-01-24,34259.0
Panel Harga,Telur Ayam Ras,Konsumen,Sintang,2026-01-24,35200.0
Panel Harga,Telur Ayam Ras,Konsumen,Kota Pontianak,2026-01-24,32000.0
Panel Harga,Telur Ayam Ras,Konsumen,Kota Singkawang,2026-01-24,31667.0
Panel Harga,Jagung Tk Peternak,Konsumen,Provinsi,2026-01-24,6800.0
Panel Harga,Jagung Tk Peternak,Konsumen,Kota Singkawang,2026-01-24,6800.0
Panel Harga,Daging Sapi,Konsumen,Provinsi,2026-01-25,155167.0
Panel Harga,Daging Sapi,Konsumen,Kayong Utara,2026-01-25,160000.0
Panel Harga,Daging Sapi,Konsumen,Ketapang,2026-01-25,146000.0
Panel Harga,Daging Sapi,Konsumen,Kubu Raya,2026-01-25,160000.0
Panel Harga,Daging Sapi,Konsumen,Landak,2026-01-25,162500.0
Panel Harga,Daging Sapi,Konsumen,Melawi,2026-01-25,160000.0
Panel Harga,Daging Sapi,Konsumen,Mempawah,2026-01-25,150000.0
Panel Harga,Daging Sapi,Konsumen,Sanggau,2026-01-25,160000.0
Panel Harga,Daging Sapi,Konsumen,Sekadau,2026-01-25,165000.0
Panel Harga,Daging Sapi,Konsumen,Sintang,2026-01-25,150000.0
Panel Harga,Daging Sapi,Konsumen,Kota Pontianak,2026-01-25,155000.0
Panel Harga,Daging Sapi,Konsumen,Kota Singkawang,2026-01-25,160000.0
Panel Harga,Daging Ayam Ras,Konsumen,Provinsi,2026-01-25,45571.0
Panel Harga,Daging Ayam Ras,Konsumen,Bengkayang,2026-01-25,50000.0
Panel Harga,Daging Ayam Ras,Konsumen,Kapuas Hulu,2026-01-25,50000.0
Panel Harga,Daging Ayam Ras,Konsumen,Kayong Utara,2026-01-25,44500.0
Panel Harga,Daging Ayam Ras,Konsumen,Ketapang,2026-01-25,48600.0
Panel Harga,Daging Ayam Ras,Konsumen,Kubu Raya,2026-01-25,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Landak,2026-01-25,38000.0
Panel Harga,Daging Ayam Ras,Konsumen,Melawi,2026-01-25,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Mempawah,2026-01-25,41333.0
Panel Harga,Daging Ayam Ras,Konsumen,Sanggau,2026-01-25,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Sekadau,2026-01-25,48333.0
Panel Harga,Daging Ayam Ras,Konsumen,Sintang,2026-01-25,46000.0
Panel Harga,Daging Ayam Ras,Konsumen,Kota Pontianak,2026-01-25,44000.0
Panel Harga,Daging Ayam Ras,Konsumen,Kota Singkawang,2026-01-25,44000.0
Panel Harga,Telur Ayam Ras,Konsumen,Provinsi,2026-01-25,33754.0
Panel Harga,Telur Ayam Ras,Konsumen,Bengkayang,2026-01-25,33000.0
Panel Harga,Telur Ayam Ras,Konsumen,Kapuas Hulu,2026-01-25,35000.0
Panel Harga,Telur Ayam Ras,Konsumen,Kayong Utara,2026-01-25,37120.0
Panel Harga,Telur Ayam Ras,Konsumen,Ketapang,2026-01-25,36600.0
Panel Harga,Telur Ayam Ras,Konsumen,Kubu Raya,2026-01-25,33000.0
Panel Harga,Telur Ayam Ras,Konsumen,Landak,2026-01-25,34000.0
Panel Harga,Telur Ayam Ras,Konsumen,Melawi,2026-01-25,35000.0
Panel Harga,Telur Ayam Ras,Konsumen,Mempawah,2026-01-25,33000.0
Panel Harga,Telur Ayam Ras,Konsumen,Sanggau,2026-01-25,30000.0
Panel Harga,Telur Ayam Ras,Konsumen,Sekadau,2026-01-25,34259.0
Panel Harga,Telur Ayam Ras,Konsumen,Sintang,2026-01-25,35200.0
Panel Harga,Telur Ayam Ras,Konsumen,Kota Pontianak,2026-01-25,32000.0
Panel Harga,Telur Ayam Ras,Konsumen,Kota Singkawang,2026-01-25,31000.0
Panel Harga,Jagung Tk Peternak,Konsumen,Provinsi,2026-01-25,6800.0
Panel Harga,Jagung Tk Peternak,Konsumen,Kota Singkawang,2026-01-25,6800.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Provinsi,2026-01-26,154000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sambas,2026-01-26,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Mempawah,2026-01-26,140000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sanggau,2026-01-26,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Ketapang,2026-01-26,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sintang,2026-01-26,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Kapuas Hulu,2026-01-26,180000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Bengkayang,2026-01-26,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Landak,2026-01-26,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sekadau,2026-01-26,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Melawi,2026-01-26,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Kayong Utara,2026-01-26,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Kubu Raya,2026-01-26,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Pontianak,2026-01-26,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Singkawang,2026-01-26,160000.0
SP2KP,Daging Ayam Ras,Konsumen,Provinsi,2026-01-26,46467.0
SP2KP,Daging Ayam Ras,Konsumen,Sambas,2026-01-26,46667.0
SP2KP,Daging Ayam Ras,Konsumen,Mempawah,2026-01-26,39000.0
SP2KP,Daging Ayam Ras,Konsumen,Sanggau,2026-01-26,45000.0
SP2KP,Daging Ayam Ras,Konsumen,Ketapang,2026-01-26,44000.0
SP2KP,Daging Ayam Ras,Konsumen,Sintang,2026-01-26,48000.0
SP2KP,Daging Ayam Ras,Konsumen,Kapuas Hulu,2026-01-26,50000.0
SP2KP,Daging Ayam Ras,Konsumen,Bengkayang,2026-01-26,50000.0
SP2KP,Daging Ayam Ras,Konsumen,Landak,2026-01-26,48000.0
SP2KP,Daging Ayam Ras,Konsumen,Sekadau,2026-01-26,46000.0
SP2KP,Daging Ayam Ras,Konsumen,Melawi,2026-01-26,50000.0
SP2KP,Daging Ayam Ras,Konsumen,Kayong Utara,2026-01-26,50000.0
SP2KP,Daging Ayam Ras,Konsumen,Kubu Raya,2026-01-26,43000.0
SP2KP,Daging Ayam Ras,Konsumen,Pontianak,2026-01-26,45333.0
SP2KP,Daging Ayam Ras,Konsumen,Singkawang,2026-01-26,45000.0
SP2KP,Telur Ayam Ras,Konsumen,Provinsi,2026-01-26,35573.0
SP2KP,Telur Ayam Ras,Konsumen,Sambas,2026-01-26,30500.0
SP2KP,Telur Ayam Ras,Konsumen,Mempawah,2026-01-26,31000.0
SP2KP,Telur Ayam Ras,Konsumen,Sanggau,2026-01-26,32000.0
SP2KP,Telur Ayam Ras,Konsumen,Ketapang,2026-01-26,40000.0
SP2KP,Telur Ayam Ras,Konsumen,Sintang,2026-01-26,35200.0
SP2KP,Telur Ayam Ras,Konsumen,Kapuas Hulu,2026-01-26,36800.0
SP2KP,Telur Ayam Ras,Konsumen,Bengkayang,2026-01-26,32667.0
SP2KP,Telur Ayam Ras,Konsumen,Landak,2026-01-26,34000.0
SP2KP,Telur Ayam Ras,Konsumen,Sekadau,2026-01-26,38000.0
SP2KP,Telur Ayam Ras,Konsumen,Melawi,2026-01-26,36800.0
SP2KP,Telur Ayam Ras,Konsumen,Kayong Utara,2026-01-26,40000.0
SP2KP,Telur Ayam Ras,Konsumen,Kubu Raya,2026-01-26,30000.0
SP2KP,Telur Ayam Ras,Konsumen,Pontianak,2026-01-26,31667.0
SP2KP,Telur Ayam Ras,Konsumen,Singkawang,2026-01-26,31000.0
Panel Harga,Daging Sapi,Konsumen,Provinsi,2026-01-26,154483.0
Panel Harga,Daging Sapi,Konsumen,Ketapang,2026-01-26,146000.0
Panel Harga,Daging Sapi,Konsumen,Kubu Raya,2026-01-26,160000.0
Panel Harga,Daging Sapi,Konsumen,Melawi,2026-01-26,160000.0
Panel Harga,Daging Sapi,Konsumen,Mempawah,2026-01-26,150000.0
Panel Harga,Daging Sapi,Konsumen,Sambas,2026-01-26,160000.0
Panel Harga,Daging Sapi,Konsumen,Sanggau,2026-01-26,160000.0
Panel Harga,Daging Sapi,Konsumen,Sekadau,2026-01-26,165000.0
Panel Harga,Daging Sapi,Konsumen,Sintang,2026-01-26,150000.0
Panel Harga,Daging Sapi,Konsumen,Kota Pontianak,2026-01-26,155000.0
Panel Harga,Daging Sapi,Konsumen,Kota Singkawang,2026-01-26,160000.0
Panel Harga,Daging Ayam Ras,Konsumen,Provinsi,2026-01-26,46064.0
Panel Harga,Daging Ayam Ras,Konsumen,Bengkayang,2026-01-26,50000.0
Panel Harga,Daging Ayam Ras,Konsumen,Kapuas Hulu,2026-01-26,50000.0
Panel Harga,Daging Ayam Ras,Konsumen,Kayong Utara,2026-01-26,44500.0
Panel Harga,Daging Ayam Ras,Konsumen,Ketapang,2026-01-26,48600.0
Panel Harga,Daging Ayam Ras,Konsumen,Kubu Raya,2026-01-26,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Landak,2026-01-26,40333.0
Panel Harga,Daging Ayam Ras,Konsumen,Melawi,2026-01-26,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Mempawah,2026-01-26,42000.0
Panel Harga,Daging Ayam Ras,Konsumen,Sambas,2026-01-26,38000.0
Panel Harga,Daging Ayam Ras,Konsumen,Sanggau,2026-01-26,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Sekadau,2026-01-26,50333.0
Panel Harga,Daging Ayam Ras,Konsumen,Sintang,2026-01-26,47500.0
Panel Harga,Daging Ayam Ras,Konsumen,Kota Pontianak,2026-01-26,47000.0
Panel Harga,Daging Ayam Ras,Konsumen,Kota Singkawang,2026-01-26,44667.0
Panel Harga,Telur Ayam Ras,Konsumen,Provinsi,2026-01-26,33648.0
Panel Harga,Telur Ayam Ras,Konsumen,Bengkayang,2026-01-26,32667.0
Panel Harga,Telur Ayam Ras,Konsumen,Kapuas Hulu,2026-01-26,35100.0
Panel Harga,Telur Ayam Ras,Konsumen,Kayong Utara,2026-01-26,37400.0
Panel Harga,Telur Ayam Ras,Konsumen,Ketapang,2026-01-26,36600.0
Panel Harga,Telur Ayam Ras,Konsumen,Kubu Raya,2026-01-26,33000.0
Panel Harga,Telur Ayam Ras,Konsumen,Landak,2026-01-26,34000.0
Panel Harga,Telur Ayam Ras,Konsumen,Melawi,2026-01-26,35000.0
Panel Harga,Telur Ayam Ras,Konsumen,Mempawah,2026-01-26,33000.0
Panel Harga,Telur Ayam Ras,Konsumen,Sambas,2026-01-26,32000.0
Panel Harga,Telur Ayam Ras,Konsumen,Sanggau,2026-01-26,30000.0
Panel Harga,Telur Ayam Ras,Konsumen,Sekadau,2026-01-26,34259.0
Panel Harga,Telur Ayam Ras,Konsumen,Sintang,2026-01-26,35200.0
Panel Harga,Telur Ayam Ras,Konsumen,Kota Pontianak,2026-01-26,3200.0
Panel Harga,Telur Ayam Ras,Konsumen,Kota Singkawang,2026-01-26,30833.0
Panel Harga,Jagung Tk Peternak,Konsumen,Provinsi,2026-01-26,6750.0
Panel Harga,Jagung Tk Peternak,Konsumen,Kota Singkawang,2026-01-26,6750.0
PIHPS,Daging Ayam Ras Segar,Pasar Modern,Provinsi,2026-01-26,39900.0
PIHPS,Daging Ayam Ras Segar,Pasar Modern,Kota Singkawang,2026-01-26,39900.0
PIHPS,Daging Sapi Kuailitas I,Pasar Modern,Provinsi,2026-01-26,128000.0
PIHPS,Daging Sapi Kuailitas I,Pasar Modern,Kota Singkawang,2026-01-26,128000.0
PIHPS,Daging Sapi Kuailitas II,Pasar Modern,Provinsi,2026-01-26,156000.0
PIHPS,Daging Sapi Kuailitas II,Pasar Modern,Kota Singkawang,2026-01-26,156000.0
PIHPS,Telur Ayam Ras Segar,Pasar Modern,Provinsi,2026-01-26,34500.0
PIHPS,Telur Ayam Ras Segar,Pasar Modern,Kota Singkawang,2026-01-26,34500.0
Disbunnak,Daging Ayam Ras Karkas,Pasar Flamboyan,Kota Pontianak,2026-01-26,50000.0
Disbunnak,Daging Ayam Ras Karkas,Pasar Kemuning,Kota Pontianak,2026-01-26,50000.0
Disbunnak,Daging Ayam Buras,Pasar Flamboyan,Kota Pontianak,2026-01-26,60000.0
Disbunnak,Daging Ayam Buras,Pasar Kemuning,Kota Pontianak,2026-01-26,62000.0
Disbunnak,Daging Babi,Pasar Flamboyan,Kota Pontianak,2026-01-26,140000.0
Disbunnak,Daging Babi,Pasar Kemuning,Kota Pontianak,2026-01-26,140000.0
Disbunnak,Daging Sapi,Pasar Flamboyan,Kota Pontianak,2026-01-26,150000.0
Disbunnak,Daging Sapi,Pasar Kemuning,Kota Pontianak,2026-01-26,160000.0
Disbunnak,Telur Ayam (butir) tertinggi,Pasar Flamboyan,Kota Pontianak,2026-01-26,2300.0
Disbunnak,Telur Ayam (butir) tertinggi,Pasar Kemuning,Kota Pontianak,2026-01-26,2400.0
Disbunnak,Telur Ayam (butir) terendah,Pasar Flamboyan,Kota Pontianak,2026-01-26,1800.0
Disbunnak,Telur Ayam (butir) terendah,Pasar Kemuning,Kota Pontianak,2026-01-26,1800.0
Disbunnak,Telur Ayam (kg),Pasar Flamboyan,Kota Pontianak,2026-01-26,32800.0
Disbunnak,Telur Ayam (kg),Pasar Kemuning,Kota Pontianak,2026-01-26,33600.0
Disbunnak,Telur Ayam Buras (butir),Pasar Flamboyan,Kota Pontianak,2026-01-26,3300.0
Disbunnak,Telur Ayam Buras (butir),Pasar Kemuning,Kota Pontianak,2026-01-26,3500.0
Disbunnak,Telur Bebek (butir),Pasar Flamboyan,Kota Pontianak,2026-01-26,3500.0
Disbunnak,Telur Bebek (butir),Pasar Kemuning,Kota Pontianak,2026-01-26,3500.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Provinsi,2026-01-27,154000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sambas,2026-01-27,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Mempawah,2026-01-27,140000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sanggau,2026-01-27,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Ketapang,2026-01-27,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sintang,2026-01-27,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Kapuas Hulu,2026-01-27,180000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Bengkayang,2026-01-27,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Landak,2026-01-27,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sekadau,2026-01-27,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Melawi,2026-01-27,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Kayong Utara,2026-01-27,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Kubu Raya,2026-01-27,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Pontianak,2026-01-27,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Singkawang,2026-01-27,160000.0
SP2KP,Daging Ayam Ras,Konsumen,Provinsi,2026-01-27,46467.0
SP2KP,Daging Ayam Ras,Konsumen,Sambas,2026-01-27,47000.0
SP2KP,Daging Ayam Ras,Konsumen,Mempawah,2026-01-27,39000.0
SP2KP,Daging Ayam Ras,Konsumen,Sanggau,2026-01-27,45000.0
SP2KP,Daging Ayam Ras,Konsumen,Ketapang,2026-01-27,44000.0
SP2KP,Daging Ayam Ras,Konsumen,Sintang,2026-01-27,48000.0
SP2KP,Daging Ayam Ras,Konsumen,Kapuas Hulu,2026-01-27,50000.0
SP2KP,Daging Ayam Ras,Konsumen,Bengkayang,2026-01-27,48333.0
SP2KP,Daging Ayam Ras,Konsumen,Landak,2026-01-27,48000.0
SP2KP,Daging Ayam Ras,Konsumen,Sekadau,2026-01-27,46000.0
SP2KP,Daging Ayam Ras,Konsumen,Melawi,2026-01-27,48000.0
SP2KP,Daging Ayam Ras,Konsumen,Kayong Utara,2026-01-27,50000.0
SP2KP,Daging Ayam Ras,Konsumen,Kubu Raya,2026-01-27,43000.0
SP2KP,Daging Ayam Ras,Konsumen,Pontianak,2026-01-27,45333.0
SP2KP,Daging Ayam Ras,Konsumen,Singkawang,2026-01-27,45000.0
SP2KP,Telur Ayam Ras,Konsumen,Provinsi,2026-01-27,35573.0
SP2KP,Telur Ayam Ras,Konsumen,Sambas,2026-01-27,31000.0
SP2KP,Telur Ayam Ras,Konsumen,Mempawah,2026-01-27,31000.0
SP2KP,Telur Ayam Ras,Konsumen,Sanggau,2026-01-27,32000.0
SP2KP,Telur Ayam Ras,Konsumen,Ketapang,2026-01-27,40000.0
SP2KP,Telur Ayam Ras,Konsumen,Sintang,2026-01-27,35200.0
SP2KP,Telur Ayam Ras,Konsumen,Kapuas Hulu,2026-01-27,36800.0
SP2KP,Telur Ayam Ras,Konsumen,Bengkayang,2026-01-27,32667.0
SP2KP,Telur Ayam Ras,Konsumen,Landak,2026-01-27,34000.0
SP2KP,Telur Ayam Ras,Konsumen,Sekadau,2026-01-27,38000.0
SP2KP,Telur Ayam Ras,Konsumen,Melawi,2026-01-27,36800.0
SP2KP,Telur Ayam Ras,Konsumen,Kayong Utara,2026-01-27,40000.0
SP2KP,Telur Ayam Ras,Konsumen,Kubu Raya,2026-01-27,30000.0
SP2KP,Telur Ayam Ras,Konsumen,Pontianak,2026-01-27,31667.0
SP2KP,Telur Ayam Ras,Konsumen,Singkawang,2026-01-27,31000.0
Panel Harga,Daging Sapi,Konsumen,Provinsi,2026-01-27,155303.0
Panel Harga,Daging Sapi,Konsumen,Kayong Utara,2026-01-27,160000.0
Panel Harga,Daging Sapi,Konsumen,Ketapang,2026-01-27,146000.0
Panel Harga,Daging Sapi,Konsumen,Kubu Raya,2026-01-27,160000.0
Panel Harga,Daging Sapi,Konsumen,Landak,2026-01-27,161667.0
Panel Harga,Daging Sapi,Konsumen,Melawi,2026-01-27,160000.0
Panel Harga,Daging Sapi,Konsumen,Mempawah,2026-01-27,150000.0
Panel Harga,Daging Sapi,Konsumen,Sambas,2026-01-27,160000.0
Panel Harga,Daging Sapi,Konsumen,Sanggau,2026-01-27,160000.0
Panel Harga,Daging Sapi,Konsumen,Sekadau,2026-01-27,165000.0
Panel Harga,Daging Sapi,Konsumen,Sintang,2026-01-27,150000.0
Panel Harga,Daging Sapi,Konsumen,Kota Pontianak,2026-01-27,155000.0
Panel Harga,Daging Sapi,Konsumen,Kota Singkawang,2026-01-27,160000.0
Panel Harga,Daging Ayam Ras,Konsumen,Provinsi,2026-01-27,46140.0
Panel Harga,Daging Ayam Ras,Konsumen,Bengkayang,2026-01-27,50000.0
Panel Harga,Daging Ayam Ras,Konsumen,Kapuas Hulu,2026-01-27,50000.0
Panel Harga,Daging Ayam Ras,Konsumen,Kayong Utara,2026-01-27,44800.0
Panel Harga,Daging Ayam Ras,Konsumen,Ketapang,2026-01-27,48400.0
Panel Harga,Daging Ayam Ras,Konsumen,Kubu Raya,2026-01-27,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Landak,2026-01-27,40000.0
Panel Harga,Daging Ayam Ras,Konsumen,Melawi,2026-01-27,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Mempawah,2026-01-27,42000.0
Panel Harga,Daging Ayam Ras,Konsumen,Sambas,2026-01-27,39000.0
Panel Harga,Daging Ayam Ras,Konsumen,Sanggau,2026-01-27,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Sekadau,2026-01-27,50333.0
Panel Harga,Daging Ayam Ras,Konsumen,Sintang,2026-01-27,47500.0
Panel Harga,Daging Ayam Ras,Konsumen,Kota Pontianak,2026-01-27,47500.0
Panel Harga,Daging Ayam Ras,Konsumen,Kota Singkawang,2026-01-27,44500.0
Panel Harga,Telur Ayam Ras,Konsumen,Provinsi,2026-01-27,33650.0
Panel Harga,Telur Ayam Ras,Konsumen,Bengkayang,2026-01-27,32667.0
Panel Harga,Telur Ayam Ras,Konsumen,Kapuas Hulu,2026-01-27,35667.0
Panel Harga,Telur Ayam Ras,Konsumen,Kayong Utara,2026-01-27,365333.0
Panel Harga,Telur Ayam Ras,Konsumen,Ketapang,2026-01-27,36750.0
Panel Harga,Telur Ayam Ras,Konsumen,Kubu Raya,2026-01-27,31500.0
Panel Harga,Telur Ayam Ras,Konsumen,Landak,2026-01-27,34000.0
Panel Harga,Telur Ayam Ras,Konsumen,Melawi,2026-01-27,35000.0
Panel Harga,Telur Ayam Ras,Konsumen,Mempawah,2026-01-27,32500.0
Panel Harga,Telur Ayam Ras,Konsumen,Sambas,2026-01-27,32000.0
Panel Harga,Telur Ayam Ras,Konsumen,Sanggau,2026-01-27,30000.0
Panel Harga,Telur Ayam Ras,Konsumen,Sekadau,2026-01-27,34259.0
Panel Harga,Telur Ayam Ras,Konsumen,Sintang,2026-01-27,35200.0
Panel Harga,Telur Ayam Ras,Konsumen,Kota Pontianak,2026-01-27,32000.0
Panel Harga,Telur Ayam Ras,Konsumen,Kota Singkawang,2026-01-27,31000.0
Panel Harga,Jagung Tk Peternak,Konsumen,Provinsi,2026-01-27,6700.0
Panel Harga,Jagung Tk Peternak,Konsumen,Kota Singkawang,2026-01-27,6700.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Provinsi,2026-01-27,39500.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Sintang,2026-01-27,44750.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Kota Pontianak,2026-01-27,36750.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Kota Singkawang,2026-01-27,37000.0
PIHPS,Daging Ayam Ras Segar,Pasar Modern,Provinsi,2026-01-27,39900.0
PIHPS,Daging Ayam Ras Segar,Pasar Modern,Kota Singkawang,2026-01-27,39900.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Provinsi,2026-01-27,157500.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Sintang,2026-01-27,157500.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Kota Pontianak,2026-01-27,155000.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Kota Singkawang,2026-01-27,160000.0
PIHPS,Daging Sapi Kuailitas I,Pasar Modern,Provinsi,2026-01-27,128000.0
PIHPS,Daging Sapi Kuailitas I,Pasar Modern,Kota Singkawang,2026-01-27,128000.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Provinsi,2026-01-27,141650.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Sintang,2026-01-27,112500.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Kota Pontianak,2026-01-27,152500.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Kota Singkawang,2026-01-27,160000.0
PIHPS,Daging Sapi Kuailitas II,Pasar Modern,Provinsi,2026-01-27,156000.0
PIHPS,Daging Sapi Kuailitas II,Pasar Modern,Kota Singkawang,2026-01-27,156000.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Provinsi,2026-01-27,33250.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Sintang,2026-01-27,36000.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Kota Pontianak,2026-01-27,33700.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Kota Singkawang,2026-01-27,30000.0
PIHPS,Telur Ayam Ras Segar,Pasar Modern,Provinsi,2026-01-27,34500.0
PIHPS,Telur Ayam Ras Segar,Pasar Modern,Kota Singkawang,2026-01-27,34500.0
Disbunnak,Daging Ayam Ras Karkas,Pasar Flamboyan,Kota Pontianak,2026-01-27,50000.0
Disbunnak,Daging Ayam Ras Karkas,Pasar Kemuning,Kota Pontianak,2026-01-27,50000.0
Disbunnak,Daging Ayam Buras,Pasar Flamboyan,Kota Pontianak,2026-01-27,60000.0
Disbunnak,Daging Ayam Buras,Pasar Kemuning,Kota Pontianak,2026-01-27,62000.0
Disbunnak,Daging Babi,Pasar Flamboyan,Kota Pontianak,2026-01-27,140000.0
Disbunnak,Daging Babi,Pasar Kemuning,Kota Pontianak,2026-01-27,140000.0
Disbunnak,Daging Sapi,Pasar Flamboyan,Kota Pontianak,2026-01-27,150000.0
Disbunnak,Daging Sapi,Pasar Kemuning,Kota Pontianak,2026-01-27,160000.0
Disbunnak,Telur Ayam (butir) tertinggi,Pasar Flamboyan,Kota Pontianak,2026-01-27,2300.0
Disbunnak,Telur Ayam (butir) tertinggi,Pasar Kemuning,Kota Pontianak,2026-01-27,2400.0
Disbunnak,Telur Ayam (butir) terendah,Pasar Flamboyan,Kota Pontianak,2026-01-27,1800.0
Disbunnak,Telur Ayam (butir) terendah,Pasar Kemuning,Kota Pontianak,2026-01-27,1800.0
Disbunnak,Telur Ayam (kg),Pasar Flamboyan,Kota Pontianak,2026-01-27,32800.0
Disbunnak,Telur Ayam (kg),Pasar Kemuning,Kota Pontianak,2026-01-27,33600.0
Disbunnak,Telur Ayam Buras (butir),Pasar Flamboyan,Kota Pontianak,2026-01-27,3300.0
Disbunnak,Telur Ayam Buras (butir),Pasar Kemuning,Kota Pontianak,2026-01-27,3500.0
Disbunnak,Telur Bebek (butir),Pasar Flamboyan,Kota Pontianak,2026-01-27,3500.0
Disbunnak,Telur Bebek (butir),Pasar Kemuning,Kota Pontianak,2026-01-27,3500.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Provinsi,2026-01-28,154000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sambas,2026-01-28,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Mempawah,2026-01-28,140000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sanggau,2026-01-28,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Ketapang,2026-01-28,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sintang,2026-01-28,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Kapuas Hulu,2026-01-28,180000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Bengkayang,2026-01-28,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Landak,2026-01-28,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sekadau,2026-01-28,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Melawi,2026-01-28,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Kayong Utara,2026-01-28,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Kubu Raya,2026-01-28,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Pontianak,2026-01-28,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Singkawang,2026-01-28,160000.0
SP2KP,Daging Ayam Ras,Konsumen,Provinsi,2026-01-28,46667.0
